stockid,name,manufacturer,model,serialid,inspection_date,installation_date,service_date,last_results
74,changing bench,ropox,vario,N41-3254,,2014-10-30,2015-10-30,30/10/14 Scott and Ian installed 1.6m Vario changing bench
75,hoist,guldmann,gh1,54398,,2014-11-10,2015-11-10,"30//10/14 Scott and Ian installed 3x3.5 room cover, B rail, 4 x wall profiles"
76,bath,beka,k2 tilt and recline with spa blocked off,0264.22.09,,2016-02-25,2017-04-30,"27/4/16 sealed spa holes to block off spa option - no charge, should have been sold with no spa"
77,flexstep,,6 steps,2159,,2010-10-12,2011-10-11,
78,scales,guldmann,250kg,1113461-1110-2009,,2009-09-20,,
79,hoist,guldmann,gl3,11xxx-1075-2005,,2005-01-01,2013-06-27,
80,hoist,guldmann,gh2,120001-3525-2008,,2008-08-26,2015-09-17,17/9/14 Scott did full service
81,scales,guldmann,250kg,1113461-1141-2007,,2014-07-20,2015-12-12,
82,hoist,guldmann,gl3,11xxx-0242-0906-2007,,2006-09-01,2012-08-25,
83,hoist,guldmann,gl3,11xxx-0126-2006,,2006-08-26,2013-07-26,
84,hoist,guldmann,gh1,17631,,2013-09-30,2017-12-14,14/12/16 thorough service carried out by krystoff
85,bench,ropox,vario,N41-1783,,2013-08-13,2015-11-26,26/11/14 full service carried out by mariusz
86,shower chair,sway2,tilt and space,,,2015-03-09,2016-03-09,"09/03/2015 delivered by scott, Sway2 chair and bucket to Sheila"
87,bed,wi-bo,sentida 6,2014 010305-0001,,,2015-10-29,29/10/14 Mariusz repaired bed and replaced hand control
88,bench,ropox,aqualine,N41-1783,,2013-08-13,2014-07-30,full service carried out by Ian/Scott
89,4m x 4m room cover,guldmann,gh1,17638,,2013-08-13,2014-07-30,serviced by Ian/Scott
90,single track,guldmann,gh1,17630,,2013-08-13,2014-08-13,
91,gh2,,guldmann,120001-1784-2006,,2012-05-31,2013-05-30,
92,trans actve,,,TX012515,,,2015-05-13,NOT SUPPLIED BY ENABLE SUPPLIES
130,hoist,guldmann,gl3,1914 2008,,2008-08-26,2013-10-08,
105,hoist,guldmann,gh2-dc,120001-3775-2006,,2006-10-14,2013-02-27,
93,hoist,guldmann,gh3 4bx5b  room cover,68349,,2014-12-11,2015-12-11,"11/12/14 GH3 installed by Mariusz, scott and Ian"
94,hoist,guldmann,gh3,45505,,2014-04-15,2015-04-15,
95,hoist,guldmann,gh3 4bx6b  room cover,65463,,2014-12-11,2015-12-11,8/2/17 set computer to repair hoist by krsytoff
96,hoist,guldmann,gh3 4bx6c  room cover,68354,,2014-12-11,2015-12-11,"11/12/14 GH3 installed by Mariusz, scott and Ian"
97,hoist,guldmann,gh3 4x4  room cover,15338,,2015-11-30,2016-11-30,30/11/2015 System installed by Ruiri and Kazik - late installation
98,hoist,guldmann,gh3 4bx6c room cover,68347,,2014-12-11,2015-12-11,"11/12/14 GH3 installed by Mariusz, scott and Ian"
99,hoist,guldmann,gh3,45502,,2014-04-15,2015-04-15,
100,hoist,guldmann,gh3,45493,,2014-04-15,2015-04-15,
101,hoist,guldmann,gh3 4bx3b room cover,65459,,2014-12-11,2015-12-11,"11/12/14 GH3 installed by Mariusz, scott and Ian"
102,27 x privacy screens,eganmed,11 panel,,,2015-07-20,2016-07-20,20/07/2015 Installation of screens done by Ian Ruiri and John
103,screen,eganmed,eganmed,,,2014-12-11,2015-12-11,"11x7 L, 5 x 9 R, 4x9 L, 6x11 R, 4x11 L - 30 screens supplied and installed by Mariusz 11/12/14"
104,hoist 4x6,guldmann,gh3,97937,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
106,hoist,guldmann,gh3 4bx6c  room cover,68355,,2014-12-11,2015-12-11,29/09/2016 Krysztof restarted the hoisted and checked it.
107,hoist 4x6,guldmann,gh3,97942,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
108,hoist 4x6,guldmann,gh3,97928,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
109,privacy screens,,,,,,,
110,hoist,guldmann,gh3,45503,,2014-04-15,2015-04-15,
111,hoist 4x6,guldmann,gh3,97932,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
112,hoist,guldmann,gh3 4bx5b  room cover,68342,,2014-12-11,2015-12-11,"11/12/14 GH3 installed by Mariusz, scott and Ian"
113,hoist,guldmann,gh3,45510,,2014-04-15,2015-04-15,
114,hoist,guldmann,gh3 4bx3b  room cover,68350,,2014-12-11,2015-12-11,"11/12/14 GH3 installed by Mariusz, scott and Ian"
115,hoist 4x6,guldmann,gh3,97927,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
116,hoist,guldmann,gh3,45494,,2014-04-15,2015-04-15,
117,hoist 4x6,guldmann,gh3,97929,,2015-07-20,2016-07-20,29/9/16 Krystoff restarted and checked the hoist
118,hoist,guldmann,gh3,45501,,2014-04-15,2015-04-15,
119,hoist,guldmann,gh3,45516,,2014-04-11,2015-04-11,
120,hoist,guldmann,gh3,45499,,2014-04-15,2015-04-15,
121,hoist 4x6,guldmann,gh3,97939,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
122,hoist,guldmann,gh3,45504,,2014-12-11,2015-12-11,8/2/17 krstyoff advised this needs a new t bar
123,hoist 4x6,guldmann,gh3,97930,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
124,hoist 4x6,guldmann,gh3,95838,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
125,hoist,guldmann,gh3,TBA,,,,
126,hoist 4x6,guldmann,gh3,97931,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
127,hoist 4x6,guldmann,gh3,97933,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
128,hoist 4x6,guldmann,gh3,97935,,2015-07-20,2016-07-20,20/07/2015 Installation by Ian John and Ruiri
129,hoist,guldmann,gh3,45509,,2014-04-15,2015-04-15,
131,hoist,guldmann,gh3 4bx6c  room cover,68356,,2014-12-11,2015-12-11,"11/12/14 GH3 installed by Mariusz, scott and Ian"
132,hoist 4x6,guldmann,gh3,97940,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
133,hoist,guldmann,gh3 4bx3b  room cover,65464,,2014-12-11,2015-12-11,"11/12/14 GH3 installed by Mariusz, scott and Ian"
134,hoist 4x6,guldmann,gh3,97934,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
135,hoist,guldmann,gh3 4bx3b  room cover,68351,,2014-12-11,2015-12-11,"11/12/14 GH3 installed by Mariusz, scott and Ian"
136,hoist 4x6,guldmann,gh3,97946,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
137,hoist,guldmann,gh3 4bx3b  room cover,65454,,2014-12-11,2015-12-11,"11/12/14 GH3 installed by Mariusz, scott and Ian"
138,hoist,guldmann,gh3 4bx6c room cover,68352,,2014-12-11,2015-12-11,"8/2/17 repair to hoist, needed to reset the computer, done by krystoff"
139,hoist,guldmann,gh3 4bx6c room cover 1 profile,45492,,2014-12-11,2015-12-11,8/2/17 new handset replaced by krsytoff
140,hoist,guldmann,gh3,45503,,2014-04-15,2015-04-15,
141,hoist 4x6,guldmann,gh3,97936,,2015-07-20,2016-07-20,20/07/2015 Installation done by Ian Ruiri and John
142,hoist,guldmann,gh3,68348,,2014-12-11,2015-12-11,8/2/17 repaired hoist and replaced handset - krystoff
143,erfi table,erfi,erfi,,,2009-08-20,2010-10-18,
144,changing bench,ropox,a/s,N40-0980,,,,"5/4/17 - child using this has moved schools, so not in use, will phone for service once they need to use it again"
145,hoist,guldmann,ac,120001-3410-2010,,2010-08-25,2015-09-09,9/9/14 thorugh service and tested batteries - Mariusz
146,bathtub,beka,k2,0256.38.09,,2010-06-14,2014-07-23,"15/1/15 replaced lever fitting for drain, needs new kit for lever for drain"
147,bed,wi-bo,sentida,2011102103-0006,,2011-12-20,2012-12-19,
150,hoist,guldmann,gh3 200 110 0000,08402,,2011-05-06,2012-05-05,
151,aqualine,ropox,1.6,255267,,2011-05-06,2012-05-05,
292,hoist,guldmann,gh2,120001-1023-2007,,2007-06-06,2018-01-17,17/1/17 thorough service carried out by krystoff and tom
293,hoist - gantry,guldmann,gh1,57378,,2012-10-31,2013-10-31,03/09/2015 repair done to docking station and service
296,kitchen,ropox,flexi,100 -1000,,2006-04-12,2007-04-12,
299,v-amat,spahn reha,v-amat,86 -1000,,2006-02-02,2007-02-02,
304,hoist,guldmann,gh2,6 -1000,,2003-01-01,2005-07-01,
306,shower strecher,care & assist,linido 1.70,,,2008-03-14,,
307,shower trolley,beka,sina hyd 160,09/4/0460,,2014-03-18,2015-02-18,CONTACT - FRANCES CARRIGAN
317,hoist,guldmann,gh2,120001-1492-2004,,2004-06-23,2013-10-10,
316,hoist,guldmann,gh2,120001-1749-2004,,2004-06-23,2017-02-23,23/2/16 thorough service carried out
322,gh1 on 4m x 3m,guldmann,gh1,200 110 0000,,2012-03-20,2013-03-19,
323,hoist,guldmann,gh2,120001-2094-2004,,2004-09-08,2017-02-01,03/02/16 serviced contractor not known service date moved forward a year...Dawn
324,stairlift,hawle,hw-10,,,2006-05-30,,
326,hoist,guldmann,gh2,120001-1205-2004,,2004-07-15,2011-08-17,
335,hoist,guldmann,gh2,120001-1022-2007-0,,2007-01-18,2017-02-01,Device already serviced by other agent service date moved forward a year....Dawn
339,hoist,guldmann,gh2 250,120001-1014-2007,,2008-07-09,2012-03-08,
340,hoist,guldmann,gh2,120001-1346-2006,,2006-02-15,2008-07-16,23/5/16 Replaced PC Board
341,hoist,guldmann,gh2,120001-1345-2006,,2006-02-15,2008-07-16,
351,hoist,guldmann,gh2,120001-0024-2003,,2004-11-15,,
354,hoist,guldmann,gh2,120001-1730-2002,,2002-09-30,2007-06-09,
371,hoist,guldmann,gh2,147 -1000,,,1900-12-30,
372,room cover,guldmann,gh2,120001-3477-2010,,2010-10-21,2015-06-30,17/12/14 Anna advised us that service was done in June 2014
380,v-amat,spahn reha,v-amat,171 -1000,,2007-11-21,,
412,hoist,guldmann,gh2+2,120001-2531-2007,,2008-04-28,2015-04-24,
413,chair,cura seating,air chair,,,2014-12-18,2015-12-18,"18/12/14 Marc went to Galway and did fitting,"
415,hoist,guldmann,gh2-dc,120001-2854-2007,,2007-07-10,2017-04-26,06/04/2016 Thorough service carried out
414,washbasin,ropox,flexi,160 -1000,,2007-07-10,,
416,hoist,guldmann,gh2,3 -1000,,2002-12-16,,
417,hoist,guldmann,gh2+2r,120001-3684-2005,,2005-11-18,2006-11-18,
462,hoist,guldmann,gh2,120001-0166-2003,,2003-06-10,2011-09-09,
505,hoist,guldmann,gh2,120001-1931-2007,,2007-04-12,2016-02-04,4/2/15 GH2 with new batteries transferred (recycled) from Paddy Kinsella to Austin Daly
506,changing bench,ropox,vario,62 -1000,,2005-09-23,2006-09-23,
508,hoist,guldmann,gh2-dc,120001-2063-2008,,2008-10-09,2017-09-27,27/9/2016 thorough service carried out by ruiri
509,hoist,guldmann,gh2-dc,120001-3642-2008,,2008-10-09,2017-09-27,27/9/16 thorough service carried out
510,shower chair,freeway,t40c com,xxxxx,,2010-03-31,2011-03-30,
511,hoist,guldmann,gh2,120001-3476-2010,,2010-09-22,2011-09-21,
716,hoist,guldmann,gh2-dc,120001-2306-2004,,2005-10-05,2006-10-05,
728,stairlift,hawle,hw-10,,,2006-12-19,,
739,hoist,guldmann,gh2,120001-2341-2007,,2007-05-22,,
747,changing bench,ropox,vario,63 -1000,,2005-09-29,2006-09-29,
787,hoist 6mx4m rom with 2 x combi,guldmann,gh1,66689,,2015-07-09,2018-01-31,31/1/17 thorough service carried out
788,hoist,guldmann,gh2-dc,120001-2848-2008,,2008-09-16,2017-07-25,19/04/17 Hoist repaired by Tom . PC board replaced.
790,hoist,guldmann,gh2+2,140 -1000,,2006-11-22,2007-11-23,
791,hoist,guldmann,gh2+2,120001-4040-2006,,2006-11-22,2007-11-23,
792,hoist,guldmann,gh2-dc,120001-3777-2006,,2007-08-02,2012-10-27,
802,shower chair,hmn,s/p,132 -1000,,,1900-12-30,
828,hoist,guldmann,gh2-dc,120001-1096-2007-0,,2007-05-21,2008-05-21,
830,3.5m x 2970 gh2+2,guldmann,gh2,120001-3684-2005,,2013-12-07,,25/02/2015 awaiting for re installation PO and to service - it is not currently in use
831,hoist,guldmann,gh2,120001-2458-2004,,2004-11-09,2016-03-20,"20/3/15 Scott and Ian recycled hoist, collected from HC21 and installed in Lenihan Avenue"
833,nursing bed,wi-bo,movita,H183459.00155,,,2018-02-01,Device service already carried out by boc other agent service date moved forward a year....Dawn
835,hoist,guldmann,gh2-dc,120001-3662-2007,,2007-10-09,2010-03-16,
834,changing bench,ropox,bench,167 -1000,,2007-11-13,2008-11-13,
843,shower bed,ropox,aqualine,114 -1000 ( 0430),,2006-05-15,2017-06-09,"9/6/2016 Ian carried out service - new hand control required, table section also needs replacing"
844,hoist,guldmann,gh2,120001-0083-2001,,2002-02-01,2009-05-21,
845,hoist,guldmann,gh2,120001-1786-2006,,2006-04-03,2010-03-23,
853,hoist,guldmann,gh2,120001-1589-2004,,2004-07-07,2006-08-03,
865,v-amat,spahn reha,vamat,,,2013-08-15,,
870,hoist,guldmann,gh2,120001-1424-2005,,2005-03-16,2013-06-01,
881,hoist,guldmann,gh2,7 -1000,,2003-01-01,2004-01-01,
882,v-amat,spahn reha,v-amat,57 -1000,,2005-08-29,,
883,shower chair,hmn,hmn,58 -1000,,2005-08-29,,
884,hoist,guldmann,gh2-dc,120001 2964 2005,,2005-08-29,2015-11-28,"28/11/14 Thorough service carried out,replace batteries at next service"
885,stairlift,hawle,hw-10,,,2006-07-05,,
886,v-amat,spahn reha,vamat,5911,,2009-01-26,,
887,hoist,guldmann,gh2,120001-4688-2005,,2006-01-05,2008-03-23,
915,hoist,guldmann,gh2,120001-1380-2006,,2006-05-11,,12/1/15 service carried out and hand control replaced
916,changing bench,beka,mona,109 -1000,,2006-05-11,,
917,bathtub,beka,k2,110 -1000,,2006-05-11,,
918,shower bed,ropox,aqualine,111 -1000,,2006-05-11,,
919,washbasin,ropox,flexi,112 -1000,,2006-05-11,,
922,hoist,guldmann,gh2 dc,12000-2332-2007,,2007-05-22,2010-11-02,
923,hoist,guldmann,gh2+2r,120001-1952-2007,,2007-04-19,2008-04-19,
1115,shower chair,hmn,paediatric,,,2015-08-19,2016-08-19,Vincent Delivered the shower chair
1116,sink,ropox,flexi sink,,,2015-08-19,2016-08-19,19/8/2015 - Ruiri installed and commissioned and tested sink (height adjustable)
1117,hoist,guldmann,gh3 250kg with combi locks,84014,,2015-08-26,2016-08-26,11/8/16 repair done to hoist under warranty
1118,bath,beka,espirit 500,048650.14,,2015-08-19,2016-08-19,"19/8/2015 - Ruiri installed, tested and commissioned bath tub"
1119,shower trolley,beka,sina,,,2015-08-19,2016-08-19,19/8/2015 - Ruiri delivered shower trolley
1120,v-amat,spahn reha,v-amat,7555,,2015-08-19,,4/11/16 Krystoff deinstalled VAMAt and returned to the office -
1121,v-amat,spahn reha,v-amat,,,2008-01-17,,
1122,9.6m x 4.7 onto 4m x 4m onto 4m,guldmann,gh3,tba,,2014-05-12,2015-05-12,
1129,aerolet,economic holland,ve-va,04111718,,2011-06-13,,Dec '16 - advised Denis Walsh had passed away
1136,stairlift,meditek,140 deluxe,,,2006-11-01,,
1165,stairlift,hawle,hw-10,R344/0301,,2006-04-07,2009-08-13,
1170,bathtub,beka,k2,88 -1000  (00910905),,2005-02-10,2018-02-09,"9/2/17 thorough service carried out by kyrstoff, replaced new handset"
1171,toilet,clos o mat,samoa,455312200092,,,2017-02-26,"9/2/17 serviced and restarted,system"
1172,erfi system,erfi,erfi,,,2010-07-07,2011-07-06,
1174,hoist,guldmann,gh2,120001-1233-2007,,2007-03-21,2018-03-20,20/3/2017 thorugh service carried out
1179,hoist,guldmann,gh2,12001-3816-2007,,2007-09-26,2009-09-11,
1180,hoist,guldmann,gh2,120001-3738-2006,,2006-11-23,2017-02-01,Device already serviced by another agent service date moved forward a year...Dawn
1184,gh2,guldmann,3m straight track,120001-1567-2010,,2010-06-21,2012-08-08,
1185,aqualine,ropox,1.8,N40.1964,,2010-06-21,2011-06-21,
1186,hoist,guldmann,gantry gh2-ac,120001-4282-2008,,2009-04-01,2010-03-31,
1198,hoist,guldmann,gh2,120001-1356-2002,,2002-03-29,2017-02-01,Device already serviced by another agent service date moved forward a year....Dawn
1197,hoist,guldmann,gh2,120001-0230-2001,,2002-03-29,2017-02-01,Device already serviced by another agent service date moved forward a year...Dawn
1199,v-amat,spahn reha,v-amat,27 -1000,,2004-01-01,,
1200,hoist,guldmann,gh2,120001-2263-2007,,2009-09-30,2011-06-09,
1201,hoist,guldmann,gh2,120001-4308-2005,,2005-12-15,2017-01-01,Device already serviced by another agent service date moved forward a year....Dawn
1206,hoist likorall,likorall,2425,271908,,,2016-02-17,17/02/2015 Ian and Scott did a service on Esther Redmonds' hoist
1207,shower bed,ropox,aqualine,115 -1000-0390,,2006-05-17,2017-02-23,23/2/2016 full service carried out on changing bench
1214,hoist,guldmann,gh2,120001-3347-2003,,2003-11-20,2012-09-12,
1218,hoist,guldmann,gh2-dc,120001-1336-2005,,2005-09-21,2006-09-21,
1219,gh2,guldmann,5m straight track,120001-1014-2007,,2014-05-01,2017-02-01,Device already serviced by another agent service date moved forward a year...Dawn
1220,hoist,guldmann,gh2,120001-0465-2004,,2004-02-11,2013-11-09,
1226,stairlift,hawle,hw-10,,,2006-06-16,,
1228,gh2,guldmann,5m x4m onto 4m x 3m double,120001-3648,,2011-03-01,2012-03-01,
1229,avero,beka,avero classic,0458.48.09,,2011-03-01,2012-03-01,
1245,v-amat,spahn reha,v-amat,152 -1000,,2007-04-30,,
1261,stairlift,hawle,hw-10,,,2006-08-29,,
1267,bed,wi-bo,stetica,2009 100164-0001,,2015-09-20,2015-12-12,12/12/14 supplied wibo stetica bed and new mattrass
1270,v-amat,spahn reha,vamat,3160,,2011-03-15,2014-09-30,
1321,hoist,guldmann,gh2-dc,52 -1000,,2005-03-23,2006-03-23,
1326,stairlift,hawle,hw-10,,,2006-11-11,,
1327,eganmed screens,eganmed,9 panel,,,2015-04-23,2016-04-23,23/4/15 Scott and Ian installed screen
1330,stairlift,meditek,140 deluxe,,,2006-07-03,,
1331,hoist,guldmann,gh2-dc,120001-4137-2008,,2009-12-14,2010-12-13,
1332,hoist,guldmann,gh2,120001-2981-2003,,2004-04-14,2006-07-26,
1337,bathtub,beka,k2,137 -1000,,2006-08-24,2007-08-24,
1350,hoist,guldmann,gh2,120001-3411-2004,,2005-03-01,2012-05-03,
1357,stairlift,hawle,hw-10,,,2006-10-10,,
1361,hoist,guldmann,gh1,63999,,2014-11-10,2015-11-10,"10/11/14 Mariusz, Scott, Ian did 3m x3m instalation, b rail, 4 wall profiles"
1394,shower chair,hmn,el-tns,,,,2008-08-19,
1424,hoist,guldmann,gh2-dc,120001-0263-2004,,2004-03-11,2016-06-17,17/8/2015 - replaced hand controller
1425,hoist,guldmann,gh2-dc,120001-3473-2010,,2011-04-06,2015-04-03,
1431,hoist,guldmann,gh2-dc,120001-1220-2007-0,,2007-03-22,2017-02-01,Device already serviced by HSE by other agent service date moved forward a year ..nikki
1432,stairlift,meditek,140 deluxe,,,2006-09-27,,
1433,stairlift,hawle,hw-10,,,2006-07-04,,
1435,hoist,guldmann,gh2+2r,120001-0725-2003,,2004-05-31,,
1436,v-amat,spahn reha,v-amat,39 -1000,,2004-05-31,2006-08-02,
1437,hoist,guldmann,gh2-dc,120001-2774-2006,,2006-10-24,2007-10-24,
1438,hoist,guldmann,gh2,120001-1382-2002,,2001-12-01,2013-06-22,03/02/16 HSE has this serviced so service date moved forward a year.. Dawn
1439,v-amat,spahn reha,v-amat,166 -1000,,2007-09-19,,
1442,v-amat,spahn reha,v-amat,155 -1000,,2007-05-25,2008-07-25,
1443,v-amat,spahn reha,v-amat,85 -1000,,2006-01-18,2007-01-18,
1444,hoist,guldmann,gh2,120001-2435-2006,,2006-06-14,2009-08-19,
1445,toilet,spahn reha,vamat,140257,,2015-01-19,2016-01-19,"Ian installed vamat, no valve available from hose so could not connect to water, plumber requiredto put a T into water for hose"
1446,v-amat,spahn reha,v-amat,153 -1000,,2007-05-04,,
1447,hoist,guldmann,gh2,120001-1036-2007,,2007-04-17,2016-01-13,13/1/2015 mariusz did thorough service
1457,vamat,spahn reha,vamat,s/n 5739,,2009-10-01,2013-12-06,
1458,v-amat,spahn reha,v-amat,3627,,,2014-12-04,
1470,v-amat,spahn reha,v-amat,134 -1000,,,1900-12-30,
1476,hoist,guldmann,gh2,120001-0109-2003,,2003-02-13,2013-12-02,
1477,hoist,guldmann,gh2-dc,120001-0146-2003,,2003-02-13,2013-12-02,
1478,toilet,spahn reha,vamat,,,2010-10-13,2011-10-12,
1480,stairlift,hawle,hw-10,,,2006-11-27,2009-07-17,
1481,stairlift,meditek,140 deluxe,,,2006-11-20,,
1482,chair,care & assist,air chair,,,2012-09-14,,
1483,pool side hoist,beka,beka hoist,2205610019,,2008-03-22,2015-06-06,
1485,hoist,guldmann,gh2,120001-4364-2008,,2009-07-15,2010-07-15,
1488,stairlift,hawle,hw-10,,,,,
1497,room cover,guldmann,gh2,120001-1615-2011,,2011-02-21,2013-02-20,
1505,hoist,guldmann,gh2,120001-3723-2006,,2006-10-25,,
1506,hoist,guldmann,gh2,120001-3723-2006-7,,2007-04-25,2008-04-25,
1549,hoist,guldmann,gh3,29593,,2014-12-15,2017-05-17,17/5/16 - temp hoist replaced with a new GH3 s/n 29593
1550,hoist,vita aktiva,corner bath,C9708IE,,2014-12-15,2015-12-15,"15/12/14 Delivered by Ian, installation to be completed by builder, electrical fault delaye hoist install. Two slings and manual"
1551,bed,wi-bo,sentida,2014006594-0002,,2015-12-09,2016-12-09,09/12/2015 - Air mattress and bed delivered and working
1554,v-amat,spahn reha,vamat,6358,,2011-09-15,2016-09-30,"30/09/2015 - Ian carried out full service, slight crack on casing repaired, if it gets worse will need replacing"
1560,hoist,guldmann,gh2 f,120001-1136-2005,,2006-06-15,2015-07-03,"15/10/14 - thoroughly repaired hoist, replaced two batteries, and provided new hand control"
1562,hoist,guldmann,gh2-dc,120001-4255-2008,,2009-04-08,2010-04-08,
1564,v-amat,spahn reha,v-amat,5318,,,9999-11-30,
1565,shower bed,ropox,aqualine,98 -1000,,2006-04-06,,
1566,hoist,guldmann,gh2 f,120001-1135-2005,,2007-07-10,,removed 03/04/2008
1567,hoist,guldmann,gh2,120001-4306-2005,,2008-03-14,2009-03-13,
1573,hoist,guldmann,gh2,120001-1423-2005,,2005-10-12,,"I advised that we charged 1500 to deinstall system and we do not do any building, he needs to get a builder, he said no thank yo"
1589,3m x3m room cover,guldmann,gh1 200 110 0000,56919,,2011-11-29,2012-11-28,
1606,v-amat,spahn reha,v-amat,149 -1000,,2007-05-16,2007-05-16,
1612,hoist,guldmann,gh1 3m straight track,66676,,2015-02-25,2016-02-25,Scott and Ian installed the GH1 hoist onto 3m straight track - B rail
1620,stairlift,hawle,hw-10,,,2006-11-27,,
1625,hoist,guldmann,gh2,44 -1000,,2004-07-14,2014-08-28,
1640,avero classic,beka,avero classic,0767.12.12,,2012-03-30,2013-03-29,
1641,7m x 3m room cover,guldmann,gh2,0230-2001,,2012-05-23,2013-05-22,
1642,4m b rails straight track,guldmann,gh1,46102,,2012-05-23,2016-11-23,23/11/2015 Thorough service carried out by Ruiri
1643,shower screen,,akw,,,2012-07-25,2013-07-25,
1710,7m x 4m room cover,guldmann,gh1,200-110-0000 - 56929,,2012-01-27,2018-02-01,1/2/17 thorough service carried out
1728,hoist,guldmann,gh2-gantry,120001-2562-2009,,2009-12-15,2009-12-14,
1844,hoist,guldmann,gh2,120001-1794-2006,,2010-08-11,2014-08-10,
